,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
16115,2021-05-04 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16116,2021-05-04 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16117,2021-05-04 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16118,2021-05-04 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16119,2021-05-04 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16120,2021-05-04 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16121,2021-05-04 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16122,2021-05-04 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16123,2021-05-04 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16124,2021-05-04 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16125,2021-05-04 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16126,2021-05-04 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16127,2021-05-04 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16128,2021-05-04 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16129,2021-05-04 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16130,2021-05-04 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16131,2021-05-04 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16132,2021-05-04 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16133,2021-05-04 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16134,2021-05-04 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16135,2021-05-04 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16136,2021-05-04 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16137,2021-05-04 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16138,2021-05-04 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16139,2021-05-04 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16140,2021-05-04 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16141,2021-05-04 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16142,2021-05-04 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16143,2021-05-04 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16144,2021-05-04 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16145,2021-05-04 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16146,2021-05-04 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16147,2021-05-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16148,2021-05-05 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16149,2021-05-05 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16150,2021-05-05 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16151,2021-05-05 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16152,2021-05-05 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16153,2021-05-05 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16154,2021-05-05 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16155,2021-05-05 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16156,2021-05-05 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16157,2021-05-05 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16158,2021-05-05 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16159,2021-05-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16160,2021-05-05 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16161,2021-05-05 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16162,2021-05-05 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16163,2021-05-05 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16164,2021-05-05 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16165,2021-05-05 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16166,2021-05-05 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16167,2021-05-05 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16168,2021-05-05 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16169,2021-05-05 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16170,2021-05-05 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16171,2021-05-05 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16172,2021-05-05 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16173,2021-05-05 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16174,2021-05-05 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16175,2021-05-05 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16176,2021-05-05 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16177,2021-05-05 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16178,2021-05-05 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16179,2021-05-05 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16180,2021-05-05 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16181,2021-05-05 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16182,2021-05-05 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16183,2021-05-05 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16184,2021-05-05 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16185,2021-05-05 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16186,2021-05-05 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16187,2021-05-05 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16188,2021-05-05 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16189,2021-05-05 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16190,2021-05-05 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16191,2021-05-05 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16192,2021-05-05 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16193,2021-05-05 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16194,2021-05-05 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16195,2021-05-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16196,2021-05-06 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16197,2021-05-06 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16198,2021-05-06 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16199,2021-05-06 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16200,2021-05-06 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16201,2021-05-06 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16202,2021-05-06 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16203,2021-05-06 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16204,2021-05-06 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16205,2021-05-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16206,2021-05-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16207,2021-05-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16208,2021-05-06 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16209,2021-05-06 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16210,2021-05-06 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16211,2021-05-06 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16212,2021-05-06 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16213,2021-05-06 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16214,2021-05-06 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16215,2021-05-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16216,2021-05-06 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16217,2021-05-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16218,2021-05-06 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16219,2021-05-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16220,2021-05-06 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16221,2021-05-06 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16222,2021-05-06 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16223,2021-05-06 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16224,2021-05-06 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16225,2021-05-06 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16226,2021-05-06 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16227,2021-05-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16228,2021-05-06 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16229,2021-05-06 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16230,2021-05-06 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16231,2021-05-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16232,2021-05-06 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16233,2021-05-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16234,2021-05-06 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16235,2021-05-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16236,2021-05-06 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16237,2021-05-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16238,2021-05-06 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16239,2021-05-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16240,2021-05-06 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16241,2021-05-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16242,2021-05-06 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16243,2021-05-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16244,2021-05-07 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16245,2021-05-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16246,2021-05-07 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16247,2021-05-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16248,2021-05-07 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16249,2021-05-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16250,2021-05-07 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16251,2021-05-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16252,2021-05-07 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16253,2021-05-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16254,2021-05-07 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16255,2021-05-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16256,2021-05-07 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16257,2021-05-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16258,2021-05-07 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16259,2021-05-07 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16260,2021-05-07 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16261,2021-05-07 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16262,2021-05-07 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16263,2021-05-07 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16264,2021-05-07 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16265,2021-05-07 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16266,2021-05-07 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16267,2021-05-07 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16268,2021-05-07 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16269,2021-05-07 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16270,2021-05-07 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16271,2021-05-07 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16272,2021-05-07 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16273,2021-05-07 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16274,2021-05-07 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16275,2021-05-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16276,2021-05-07 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16277,2021-05-07 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16278,2021-05-07 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16279,2021-05-07 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16280,2021-05-07 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16281,2021-05-07 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16282,2021-05-07 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16283,2021-05-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16284,2021-05-07 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16285,2021-05-07 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16286,2021-05-07 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16287,2021-05-07 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16288,2021-05-07 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16289,2021-05-07 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16290,2021-05-07 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16291,2021-05-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16292,2021-05-08 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16293,2021-05-08 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16294,2021-05-08 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16295,2021-05-08 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16296,2021-05-08 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16297,2021-05-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16298,2021-05-08 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16299,2021-05-08 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16300,2021-05-08 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16301,2021-05-08 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16302,2021-05-08 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16303,2021-05-08 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16304,2021-05-08 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16305,2021-05-08 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16306,2021-05-08 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16307,2021-05-08 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16308,2021-05-08 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16309,2021-05-08 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16310,2021-05-08 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16311,2021-05-08 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16312,2021-05-08 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16313,2021-05-08 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16314,2021-05-08 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16315,2021-05-08 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16316,2021-05-08 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16317,2021-05-08 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16318,2021-05-08 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16319,2021-05-08 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16320,2021-05-08 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16321,2021-05-08 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16322,2021-05-08 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16323,2021-05-08 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16324,2021-05-08 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16325,2021-05-08 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16326,2021-05-08 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16327,2021-05-08 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16328,2021-05-08 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16329,2021-05-08 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16330,2021-05-08 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16331,2021-05-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16332,2021-05-08 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16333,2021-05-08 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16334,2021-05-08 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16335,2021-05-08 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16336,2021-05-08 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16337,2021-05-08 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16338,2021-05-08 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16339,2021-05-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16340,2021-05-09 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16341,2021-05-09 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16342,2021-05-09 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16343,2021-05-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16344,2021-05-09 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16345,2021-05-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16346,2021-05-09 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16347,2021-05-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16348,2021-05-09 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16349,2021-05-09 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16350,2021-05-09 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16351,2021-05-09 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16352,2021-05-09 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16353,2021-05-09 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16354,2021-05-09 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16355,2021-05-09 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16356,2021-05-09 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16357,2021-05-09 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16358,2021-05-09 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16359,2021-05-09 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16360,2021-05-09 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16361,2021-05-09 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16362,2021-05-09 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16363,2021-05-09 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16364,2021-05-09 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16365,2021-05-09 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16366,2021-05-09 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16367,2021-05-09 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16368,2021-05-09 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16369,2021-05-09 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16370,2021-05-09 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16371,2021-05-09 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16372,2021-05-09 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16373,2021-05-09 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16374,2021-05-09 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16375,2021-05-09 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16376,2021-05-09 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16377,2021-05-09 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16378,2021-05-09 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16379,2021-05-09 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16380,2021-05-09 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16381,2021-05-09 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16382,2021-05-09 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16383,2021-05-09 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16384,2021-05-09 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16385,2021-05-09 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16386,2021-05-09 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16387,2021-05-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16388,2021-05-10 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16389,2021-05-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16390,2021-05-10 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16391,2021-05-10 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16392,2021-05-10 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16393,2021-05-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16394,2021-05-10 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16395,2021-05-10 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16396,2021-05-10 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16397,2021-05-10 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16398,2021-05-10 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16399,2021-05-10 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16400,2021-05-10 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16401,2021-05-10 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16402,2021-05-10 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16403,2021-05-10 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16404,2021-05-10 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16405,2021-05-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16406,2021-05-10 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16407,2021-05-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16408,2021-05-10 10:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16409,2021-05-10 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16410,2021-05-10 11:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16411,2021-05-10 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16412,2021-05-10 12:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16413,2021-05-10 13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16414,2021-05-10 13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16415,2021-05-10 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16416,2021-05-10 14:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16417,2021-05-10 15:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16418,2021-05-10 15:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16419,2021-05-10 16:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16420,2021-05-10 16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16421,2021-05-10 17:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16422,2021-05-10 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16423,2021-05-10 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16424,2021-05-10 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16425,2021-05-10 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16426,2021-05-10 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16427,2021-05-10 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16428,2021-05-10 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16429,2021-05-10 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16430,2021-05-10 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16431,2021-05-10 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16432,2021-05-10 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16433,2021-05-10 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16434,2021-05-10 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16435,2021-05-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16436,2021-05-11 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16437,2021-05-11 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16438,2021-05-11 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16439,2021-05-11 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16440,2021-05-11 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16441,2021-05-11 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16442,2021-05-11 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16443,2021-05-11 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16444,2021-05-11 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
16445,2021-05-11 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
16446,2021-05-11 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
